external_id,title,short_title,description,category,tags,benefits,start_datetime,end_datetime,venue_title,venue_address,venue_lat,venue_lon,price_min,price_raw,is_free,age_restriction,image_url,site_url,source,parsed_at
225584,Лекция «Как не потерять себя среди других»,Как не потерять себя среди других,"В общении с людьми легко незаметно подстроиться под чужие ожидания: согласиться, когда хочется отказаться, взять лишнюю ответственность, замолчать в споре или, наоборот, закрыться слишком жёстко. Лекция психолога Татьяны Новиковой разбирает этот опыт через два ключевых понятия — идентичность и границы.Отдельный блок будет посвящён психологической игре «треугольник Карпмана» и социометрии Морено — взгляду на группу через связи, притяжение, отвержение и неформальные роли.Регистрируйтесь на Timepad.Куда пойти в Санкт-Петербурге, рассказываем на нашем сайте.",education,"обучение, познавательно, 16+, психология, лекции и мастер-классы, free, вечером",,2026-07-14 19:00,2026-07-14 19:00,Библиотека роста и карьеры (БИРО),"Московский просп., д. 150",59.88506209999996,30.32052660000031,0,,True,16+,https://media.kudago.com/images/event/4d/59/4d59029025c71bb3db34d14dec84fb27.jpg,https://kudago.com/spb/event/lektsiya-kak-ne-poteryat-sebya-sredi-drugih/,kudago,2026-07-14 14:51:15
225596,Лекция «Город и наводнение. Стратегии противодействия и адаптации»,Город и наводнение. Стратегии противодействия и адаптации,"Наводнение в городе всегда больше, чем природное событие. Оно проверяет прочность улиц, домов, мостов, привычного порядка и человеческого чувства защищённости. В литературе вода часто приходит как сила, которая нарушает границы: личные, городские, социальные. В исследовательской оптике тот же риск описывается иначе — через инструкции, списки ответственных, планы действий и процедуры взаимодействия служб.На лекции эти два языка будут рассмотрены рядом. Художественная часть обратится к тому, как наводнение появляется в текстах — от «Медного всадника» до «Маленьких троллей и большого наводнения».Исследовательская часть переведёт тему в плоскость управления.Регистрируйтесь на Timepad.Куда сходить в Санкт-Петербурге, можно узнать на нашем сайте.",education,"обучение, познавательно, 16+, история, бесплатно, лекции и мастер-классы, free, вечером",,2026-07-14 19:00,2026-07-14 19:00,Центральная городская публичная библиотека имени Маяковского,"наб. реки Фонтанки, д. 44-46",59.932234,30.34429099999998,0,,True,16+,https://media.kudago.com/images/event/65/96/659653d722d89525f9298433f4f55171,https://kudago.com/spb/event/lektsiya-gorod-i-navodnenie-strategii-protivodejstviya-i-adaptatsii/,kudago,2026-07-14 14:51:15
225590,Лекция «Медицина — в массы. Здравоохранение в Невском районе XX века»,Медицина — в массы. Здравоохранение в Невском районе XX века,"История медицины хорошо показывает, как меняется город и отношение к повседневной жизни. В XX веке лечебные учреждения стали частью большой системы: с едиными стандартами, новыми требованиями, плановой организацией и идеей доступной помощи для широкого круга людей. На примере Невского района можно увидеть, как эти процессы отражались не в общих лозунгах, а в конкретных зданиях, больницах, поликлиниках и заводских медицинских структурах.Лектор расскажет, чем советская модель здравоохранения отличалась от того, что существовало в районе в XIX веке. Важным станет вопрос перехода: старые учреждения не исчезали мгновенно, их приспосабливали под новые нормы, перестраивали, переоснащали, включали в иную организационную логику. Такой взгляд помогает понять, как историческая ткань района менялась постепенно и как рядом с наследием прошлого возникали учреждения нового типа.Отдельная тема — передовые больницы и поликлиники, созданные в Невском районе.Куда пойти в Санкт-Петербурге, рассказываем на нашем сайте.",education,"обучение, познавательно, 16+, история, культура и искусство, бесплатно, лекции и мастер-классы, free",,2026-07-15 18:00,2026-07-15 19:30,Библиотека «На Стремянной»,"ул. Стремянная, д. 20",59.93075100000001,30.353588,0,,True,16+,https://media.kudago.com/images/event/fc/1a/fc1a61f5c933ce70177d3dd7d28ce28e,https://kudago.com/spb/event/lektsiya-meditsina---v-massyi-zdravoohranenie-v-nevskom-rajone-xx-veka/,kudago,2026-07-14 14:51:15
225587,Лекция «Не „Криком“ единым: искусство Норвегии от XIX века до наших дней»,Не «Криком» единым: искусство Норвегии от XIX века до наших дней,"Норвежское искусство часто сводят к одному образу — тревожной фигуре на фоне огненного неба. Но тут есть куда более широкая художественная история: пейзажи, мифологические персонажи, книжная графика, национальный романтизм, модернизм и современные авторы, чьи произведения продолжают влиять на визуальную культуру.На лекции историка искусства Татьяны Пелипенко речь пойдёт о значимых именах в живописи Норвегии с XIX века до наших дней. Отдельное внимание будет уделено художникам, которые сформировали сказочный и фольклорный образ страны.Регистрируйтесь на Timepad.Куда сходить в Санкт-Петербурге, можно узнать на нашем сайте.",education,"обучение, познавательно, 16+, культура и искусство, бесплатно, живопись, free, вечером",,2026-07-15 18:30,2026-07-15 20:00,Открытая гостиная в Центральной библиотеке им. М. Ю. Лермонтова,"просп. Литейный, д. 19",59.94363800000001,30.347956,0,,True,16+,https://media.kudago.com/images/event/8c/36/8c363cf794d435567ecb9fc1802f5fc4.png,https://kudago.com/spb/event/lektsiya-ne-krikom-edinyim-iskusstvo-norvegii-ot-xix-veka-do-nashih-dnej/,kudago,2026-07-14 14:51:15
225140,Лекция «Архитектура наказания: „Кресты“ и другие тюрьмы Петербурга»,Архитектура наказания: «Кресты и другие тюрьмы Петербурга»,"Петербург принято рассматривать через дворцы, каналы, парадные фасады и промышленные кварталы, но у города есть и другая архитектурная история — здания, созданные для контроля, изоляции и строгого порядка. Тюрьмы многое рассказывают о времени, власти, инженерных решениях и представлениях общества о наказании.Слушатели узнают, как Петропавловская крепость стала ассоциироваться с темницей, кто на самом деле жил в Литовском замке и почему знаменитые «Кресты» до сих пор вызывают живой интерес — особенно на фоне обсуждений их будущего как открытого общественного пространства.Лекцию проведёт Александр Кизик — инженер, краевед и гид проекта «Петербург глазами инженера».Рассказываем на нашем сайте, куда можно сходить в Питере.",education,"обучение, познавательно, 18+, бесплатно, лекции и мастер-классы, free, вечером",,2026-07-15 19:00,2026-07-15 19:00,Библиотека друзей,"Московское, д. 2",59.84170650000019,30.32584909999973,0,,True,18+,https://media.kudago.com/images/event/59/64/5964d5c449d64867448d68f023a9fe03.jpg,https://kudago.com/spb/event/lektsiya-arhitektura-nakazaniya-krestyi-i-drugie-tyurmyi-peterburga/,kudago,2026-07-14 14:51:15
225597,"Лекция «Библиотека как интерфейс: пользователь, пространство и доступ к знанию»","Библиотека как интерфейс: пользователь, пространство и доступ к знанию","Интерфейс обычно связывают с экраном: приложением, сайтом, навигационной кнопкой, поисковой строкой. Но способы взаимодействия с информацией существуют и за пределами цифровой среды. Библиотека тоже выстраивает сценарии поведения: человек входит в пространство, ищет нужный отдел, работает с каталогом, обращается к сотрудникам, пользуется сайтом, сервисами, правилами доступа и собственным опытом ориентирования.На лекции библиотеку рассмотрят как сложную систему интерфейсов. Здесь физическое пространство связано с цифровой инфраструктурой: зал, стойка, указатели, расписание, личный кабинет, электронный каталог и онлайн-коммуникация складываются в единый пользовательский маршрут.Делимся идеями, куда сходить в Санкт-Петербурге в эти выходные.",education,"обучение, познавательно, 16+, культура и искусство, бесплатно, лекции и мастер-классы, free, вечером",,2026-07-15 19:00,2026-07-15 20:45,Центральная городская публичная библиотека имени Маяковского,"наб. реки Фонтанки, д. 44-46",59.932234,30.34429099999998,0,,True,16+,https://media.kudago.com/images/event/8a/af/8aafae2647f1a2bf960887dfad1b9e18.jpg,https://kudago.com/spb/event/lektsiya-biblioteka-kak-interfejs-polzovatel-prostranstvo-i-dostup-k-znaniyu/,kudago,2026-07-14 14:51:15
225883,Шоу «Только между нами»,Только между нами,"Музыкально-разговорное шоу о том, что близко каждой: любви, сомнениях, мечтах, отношениях и поиске своего пути. В основе постановки — честные истории, которые звучат со сцены вместе с песнями: здесь есть место улыбкам, размышлениям и переживаниям.Главная героиня становится не только исполнительницей, но и рассказчицей, которая через музыку делится личными эмоциями и наблюдениями. Она говорит о стремлении быть собой, усталости от чужих ожиданий и сложностях, с которыми сталкиваются люди в отношениях.Особое настроение создают пианист, поддерживающий музыкальный диалог, и балет, который помогает передать чувства героини и раскрывает смысл песен через движение.","concert, entertainment","билеты на kudago, концерты, 18+, самые интересные события в городе, развлечения, вечером",,2026-07-15 19:30,2026-07-15 19:30,Бар «Сплетни»,"пл. Конюшенная, д. 2",59.714679500000095,30.405967700000364,2000,от 2000 до 3500 рублей,False,18+,https://media.kudago.com/images/event/8c/30/8c301da3ac66798d4733aa9734cbd33f.jpg,https://kudago.com/spb/event/kontsert-tolko-mezhdu-nami/,kudago,2026-07-14 14:50:50
225572,Лекция «Эмоциональная осознанность: путь к самопониманию»,Эмоциональная осознанность: путь к самопониманию,"Эмоции часто появляются раньше слов. Человек может раздражаться, замыкаться, спорить, тревожиться или резко реагировать на обычную фразу, а потом долго пытаться понять, что именно произошло. Лекция с психологом Алиной Мустафиной помогает подойти к этой теме спокойнее: не делить чувства на правильные и неправильные, а учиться замечать их сигналы и связывать с собственными потребностями.Встреча построена как вдумчивое исследование внутреннего опыта. Участники разберут, как отличать первичное чувство от привычной реакции, почему за вспышкой злости может скрываться усталость, страх или обида и что помогает не подавлять переживания, а давать им точное название.Регистрируйтесь на Timepad.Знаем, что посмотреть в Санкт-Петербурге.",education,"обучение, познавательно, 16+, психология, бесплатно, лекции и мастер-классы, free",,2026-07-16 18:30,2026-07-16 20:00,Библиотека на Карповке,"наб. реки Карповки, д. 28",59.969443,30.302429,0,,True,16+,https://media.kudago.com/images/event/0d/d6/0dd6ab0e073a134160edb12295a76bee.jpg,https://kudago.com/spb/event/lektsiya-emotsionalnaya-osoznannost-put-k-samoponimaniyu/,kudago,2026-07-14 14:51:15
225762,Лекция «От мадригала Лермонтова до преклонения Дюма: Додо Ростопчина в кругу гениев»,От мадригала Лермонтова до преклонения Дюма: Додо Ростопчина в кругу гениев,"Додо Ростопчина была одной из заметных фигур русской литературной жизни XIX века: писала стихи и прозу, занималась переводами, работала с драматургией и держала салон, где встречались люди слова, вкуса и влияния. На лекции Ирины Тыхеевой её биография станет точкой входа в разговор о времени, когда частные письма, экспромты, мадригалы и светские встречи могли менять репутации, связывать авторов и формировать литературные круги.Рассказываем, как организовать досуг СПб.",education,"обучение, познавательно, 18+, культура и искусство, бесплатно, лекции и мастер-классы, free, вечером",,2026-07-16 19:00,2026-07-16 19:00,Центральная библиотека имени Лермонтова,"просп. Литейный, д. 19",59.94354800000001,30.34806399999999,0,,True,18+,https://media.kudago.com/images/event/7d/3e/7d3ebb699b6d07bed72da9c1f4f9ef18.jpg,https://kudago.com/spb/event/lektsiya-ot-madrigala-lermontova-do-prekloneniya-dyuma-dodo-rostopchina-v-krugu-geniev/,kudago,2026-07-14 14:51:15
225141,Лекция «Два века ближней Рогатки»,Два века ближней Рогатки,"На лекции слушатели узнают, почему рогатками в петровское время называли заграждения на дорожных заставах и какую роль они играли в контроле за проезжающими. Первая Рогатка долго оставалась своеобразными воротами города, а позднее стала известна как Московская застава. Это название не исчезло вместе со старым устройством района: сегодня оно продолжает жить в имени муниципального округа.Разговор охватит разные исторические периоды — от эпохи классицизма до советской архитектуры.Рассказываем на KUDAGO, куда сходить в Санкт-Петербурге в эти выходные бесплатно.",education,"обучение, познавательно, 16+, бесплатно, лекции и мастер-классы, free, вечером",,2026-07-16 19:00,2026-07-16 19:00,Библиотека друзей,"Московское, д. 2",59.84170650000019,30.32584909999973,0,,True,16+,https://media.kudago.com/images/event/b2/dd/b2dd8040ee2dd2be1d600e8fb096141d.jpg,https://kudago.com/spb/event/lektsiya-dva-veka-blizhnej-rogatki/,kudago,2026-07-14 14:51:15
